created_at,package,version,publisher,license,unpacked_size,description
2026-09-23T12:32:36Z,@gitmyabi/man,1.0.0,gitmyabi-bot,MIT,80963,"Auto-generated TypeScript type bindings for MAN (build etherscan-man-e25bcec5-1790166643665, commit 4686bd2, branch etherscan)"
2026-09-23T12:32:49Z,@censync/hh,1.0.0,gogodev,MIT,351183,"Humanized Hash: a small deterministic picture of a blockchain address, a public key or a hash, made to catch address poisoning and clipboard substitution"
2026-09-23T12:33:31Z,@redcumbrecl/cli,0.1.0,diegoserranobst,UNLICENSED,82789,Conecta tu proyecto con rCAPI de REDCUMBRE: inicia sesión con tu cuenta e instala la llave de la API en el proyecto.
2026-09-23T12:33:39Z,vinta-prototype-lab,0.1.0,hugobessa,MIT,673807,"Clickable design prototypes: markdown docs, React screens, and designer comments anchored to the UI."
2026-09-23T12:34:13Z,sebs7n-ui,0.2.0,sebafermanelli,MIT,347686,Design system para React: Geist (Vercel) sobre las primitivas de shadcn/ui base-nova (Base UI).
2026-09-23T12:35:12Z,cx-sarif-to-junit,1.0.1,rudikza,MIT,14712,Convert Checkmarx SARIF reports into rich JUnit XML for AWS CodeBuild Test Reports
2026-09-23T12:35:21Z,@eminidatabase/sdk,0.1.1,eminilabs,MIT,187230,"Official TypeScript client for the eminidatabase Control Plane API — thin per-endpoint wrappers, mirrors sdk/ (Python) 1:1."
2026-09-23T12:35:29Z,@taskinger/mcp,0.1.0,vmetal,MIT,12491,"MCP server for Taskinger: read and write the tasks and notes of one workbook from Claude, Cursor or any MCP client."
2026-09-23T12:35:53Z,@guardbee/mcp-vector-store-scanner,0.1.0,guardbee.ai,MIT,116836,"MCP server that probes vector-database endpoints (Weaviate, Qdrant, Chroma, Elasticsearch/OpenSearch, Redis, Postgres/pgvector) for unauthenticated exposure of embeddings and RAG data"
2026-09-23T12:37:30Z,a11y-elements,0.1.0,lkouninef,MIT,1161022,"Framework-agnostic accessibility Custom Elements (Web Components) — behavior, not a themed UI kit."
2026-09-23T12:39:54Z,herdr-plugin-amq,0.1.3,cabra.lat,MIT,419793,"Herdr plugin for AMQ (Agent Message Queue) autonomous bridge, status monitoring, and AGmail dashboard"
2026-09-23T12:40:07Z,hookyy,0.1.1,hem01,MIT,589244,"See how much of your test run is spent in hooks and what to change: slow, costly, failing and unused Cucumber, Playwright, Cypress and WebdriverIO hooks. No test code changes."
2026-09-23T12:40:17Z,@azure/cosmosdb-nosql-language-service,1.0.0,microsoft1es,MIT,548514,"CosmosDB NoSQL language service — parser, AST, autocomplete, hover docs, formatting, and editor providers"
2026-09-23T12:41:17Z,@deeprelay/mcp,0.0.1,ishaan-deeprelay,Apache-2.0,309,placeholder — see https://deeprelay.ai/docs/mcp
2026-09-23T12:42:06Z,dsh-image-annotator,0.1.0,valentinlutun-cmd,MIT,3848043,"Cursor-style image lightbox for DSH chat: click an image to zoom in/out, copy, download, close (X); click the image to draw on it with Undo / Cancel / Save."
2026-09-23T12:42:16Z,codebone-mcp,1.2.0,palusc,MIT,9750,MCP server bridge for codebone — real-time codebase knowledge graph for macOS
2026-09-23T12:42:42Z,create-limette,0.1.0,mariusvatasoiu,MIT,12285,Create a new Limette application.
2026-09-23T12:42:57Z,@dashwire/sdk,0.3.0,meesakveld,,15901,
2026-09-23T12:44:52Z,@velven/sdk,0.1.0,damowlin,MIT,37120,"Sign players in and keep a hosted leaderboard inside a space listed on Velven, the community marketplace for spaces built with AI."
2026-09-23T12:45:01Z,velven-sdk,0.1.0,damowlin,MIT,767,"An alias of @velven/sdk, the Velven SDK. Install @velven/sdk."
2026-09-23T12:45:02Z,@guardbee/mcp-prompt-leak-scanner,0.1.0,guardbee.ai,MIT,121790,"MCP server and reverse proxy that catches leaked credentials and PII (API keys, TC Kimlik No, credit cards, IBANs) in outbound LLM prompts before they leave your application"
2026-09-23T12:45:18Z,@mongorm/orm,0.1.1-beta.2,hdytrfli,MIT,58575,A TypeScript-first MongoDB ORM for applications that want strong types without hiding MongoDB
2026-09-23T12:45:29Z,@securysign/identity-capture,0.1.0,cypriankoech,UNLICENSED,10441,SecurySign identity capture — the <securysign-liveness> web component for browser liveness capture.
2026-09-23T12:45:50Z,@readystack/denchoho-sakuin-check-2026,1.0.1,readystack,SEE LICENSE IN LICENSE.txt,36370,電子取引データの索引簿を12ルールで検査し、取引年月日・取引金額・取引先・ファイル名のうち検索要件を満たさない行と直し方を出します。同梱の12行サンプルでは6行・7件を指摘しました。
2026-09-23T12:46:06Z,omp-superpowers,0.1.0,tuandinh0801,MIT,450771,"Superpowers skills + using-superpowers bootstrap, native to oh-my-pi (omp)."
2026-09-23T12:46:53Z,dsh-skills-nexus,0.3.0,xiaxi626,MIT,153831,Universal DSH skill adapter — register any GitHub SKILL.md repo as a DSH skill via one command.
2026-09-23T12:46:54Z,@fv-ui/ai-chat,0.1.0,waterbeside,,692389,基于 Vue3 + Element Plus 的 AI 对话组件库
2026-09-23T12:46:54Z,@oddmagnusgrinder/opencode-superpowers-execution,0.1.0,oddmagnusgrinder,MIT,134661,Portable execution run and reporting contract for the Superpowers execution UI
2026-09-23T12:46:59Z,@dashwire/react-ui,0.5.0,meesakveld,,20152,
2026-09-23T12:47:27Z,@erd-studio/core,0.1.0,liam-wynne,SEE LICENSE IN LICENSE,211091,ERD Studio domain model: types and the pure raw-files -> DisplayDomain pipeline.
2026-09-23T12:47:29Z,@preventive/vfs,1.0.0-beta.0,chalker,MIT,40990,"In-memory filesystem: an inode tree with POSIX path resolution, built from a path map or tar entries"
2026-09-23T12:47:32Z,@erd-studio/renderer,0.1.0,liam-wynne,SEE LICENSE IN LICENSE,367565,"ERD Studio's React Flow canvas: the entity-relationship diagram renderer shared by the VS Code extension, with a read-only viewer mode."
2026-09-23T12:47:51Z,@lahyer/next,0.1.0,dejinownow,UNLICENSED,12448,"Next.js configuration for apps deployed on Lahyer: standalone output and monorepo tracing, applied only when Lahyer builds the app."
2026-09-23T12:47:54Z,@tryterra/cli-win32-arm64,0.16.0,max-terra,SEE LICENSE IN LICENSE,11496617,The Terra CLI binary for win32 arm64
2026-09-23T12:47:56Z,@natsuneko-laboratory/react-native-emoji-verse,0.1.0,natsuneko,MIT,967774,Emoji picker for React Native with per-Unicode-version emoji data and skin tone support.
2026-09-23T12:48:31Z,@zjh18477514055/dsh-mobile,0.20260923.2,zjh18477514055,MIT,192504,DshShell 一键部署（Termux）：把 DSH + 安卓补丁 + 移动端适配插件 + 手机壳 APK 一次装好，国内免梯子。
2026-09-23T12:48:34Z,@deffa5556/bail,1.0.9,deffa5556,MIT,22456946,deffa-baileys — WhatsApp + Telegram + Discord multi-platform library by deffa. Dual ESM/CommonJS compatibility build with expanded WhatsApp protocol exports.
2026-09-23T12:48:43Z,cortico-world-alive-alont1,0.1.1,alont1,MIT,54119,能动性 World：让 bot 自己排期想做的事（到点把它写下的原话还给它）、有自己的时间、每天回顾一次，并看得见你在桌面上干什么、花了多少钱、它眼前那份规矩是怎么拼的——全部只读
2026-09-23T12:48:53Z,shopdeck,0.1.0,feli0x,MIT,54975,"A TUI for browsing Shopify dev stores, themes, and store lifecycle actions."
2026-09-23T12:49:30Z,@nckrtl/annotator,0.1.1,nckrtl,MIT,983045,Browser annotations with voice input and a local task server for coding agents.
2026-09-23T12:49:32Z,jev-enforce,1.0.4,erkamyaman,MIT,23110,"Make Claude Code actually follow your CLAUDE.md, checked by TypeSafe Jev"
2026-09-23T12:49:57Z,@optima-crm/shortcodes,0.1.2,waleed.abbas96,UNLICENSED,91381,WordPress-compatible [shortcode] parser for Node.js with an optional NestJS integration. Node.js equivalent of the PHP library tpoxa/shortcodes
2026-09-23T12:50:02Z,@tres-marias/contracts,0.4.0,c0sm1cdus7,Apache-2.0,148296,"Pure, versioned Typed Product Architecture contracts and deterministic evidence primitives"
2026-09-23T12:50:20Z,@tres-marias/language,0.4.0,c0sm1cdus7,Apache-2.0,411284,Versioned product-neutral language contracts and Paraglide catalogs for TPAA consumers.
2026-09-23T12:50:24Z,@tres-marias/design-system,0.4.0,c0sm1cdus7,Apache-2.0,1368428,"Tres Marías — the design system distilled from Manteca, shared by AgentOS (indigo-human-surface) and Capibara (manteca)."
2026-09-23T12:50:27Z,@tres-marias/engine,0.4.0,c0sm1cdus7,Apache-2.0,208932,"The AgentOS composition engine: an object publication goes in, a composition of Tres Marías pieces comes out. The bank is the engine's output over example objects."
2026-09-23T12:50:44Z,@tres-marias/model,0.4.0,c0sm1cdus7,Apache-2.0,162308,"The product model: actors, Apps, object kinds, journeys and specimens, typed against the engine's publication contract; plus the storyboard, which is the engine painting every step of every journey o…"
2026-09-23T12:50:47Z,@tres-marias/router,0.4.0,c0sm1cdus7,Apache-2.0,63971,The single-window router of AgentOS: every destination resolves through the catalogue the controller publishes; a semantic history where only readings persist; a walk in course runs on top and leaves…
2026-09-23T12:50:50Z,@tres-marias/shell,0.4.0,c0sm1cdus7,Apache-2.0,80034,"The product-agnostic window chassis every Tres Marías product mounts: visual-viewport and keyboard handling, the edge back-swipe, floating-layer stacking, anchored-layer placement, an elevated-surfac…"
2026-09-23T12:51:07Z,@fawadmahmoodwashmen/sentry-core,0.1.2,fawadmahmoodwashmen,MIT,475152,"Shared Sentry reporting core for Washmen frontends: grouping, redaction, beforeSend normalisers and release naming for React Native and web"
2026-09-23T12:51:56Z,dock-flash,1.5.2,tcgbp,Apache-2.0,492973,Quick Control dock plugin — a dynamic floating shortcut panel for DSH Workbench with extensible switch registry. Works standalone or with dock-base.
2026-09-23T12:52:18Z,@hackdanismo/component-library-react,0.1.1,hackdanismo,,90021,An open-source `React` component library written in `TypeScript` and released under the `MIT licence`.
2026-09-23T12:53:07Z,@aleph-garden/starlight-theme,0.1.0-dev,tophcodes,MIT,25780,"The Aleph Garden theme for Starlight: tokens, faces, the project switcher and the site footer"
2026-09-23T12:54:25Z,@mbilskilets/jevex,0.1.0,mbilskilets,MIT,204489,"Convex component that turns TypeSafe's Jev into a semantic index: declare questions about a table, answers are judged on write and read like any indexed field."
2026-09-23T12:54:45Z,@chardesk/cell-core,0.4.1,h3nryh3,MIT,27540,"Shared logical Cell geometry, sources, and frame contracts"
2026-09-23T12:55:03Z,@oberoncms/plugin-nextjs,0.2.0,4leite,MIT,20888,A Nextjs plugin for OberonCMS
2026-09-23T12:55:03Z,@oberoncms/plugin-tanstack,0.1.1,4leite,MIT,23824,A Tanstack plugin for OberonCMS
2026-09-23T12:55:06Z,create-electron-bun-starter,0.1.1,isnandev,,6796,Scaffold a Bun + Electron + React application from the Electron Bun Starter template.
2026-09-23T12:55:14Z,@xeniak/fleet,0.2.0,xeniak,MIT,360096,"Twoje komputery jako jedna flota: zdalny dostęp, dashboard i MCP, przez które AI steruje Twoimi maszynami."
2026-09-23T12:55:24Z,@chardesk/font-maple,0.4.1,h3nryh3,MIT,22020260,Optional Maple Mono display and CJK font pack for CharDesk
2026-09-23T12:55:28Z,n8n-nodes-artefaktum,0.1.3,taadas,MIT,101948,"Store, find and reuse artifacts between n8n workflows and AI agents with Artefaktum"
2026-09-23T12:55:36Z,@denkwerk/favicon-generator,0.1.3,mfranken-denkwerk,MIT,28774797,"Generate favicons, touch icons, a web app manifest and browserconfig.xml from an SVG or a Figma node"
2026-09-23T12:55:40Z,@chardesk/rendering,0.4.1,h3nryh3,MIT,494516,Shared CharDesk render models and Canvas 2D presentation
2026-09-23T12:55:41Z,@denkwerk/nuxt-favicon-generator,0.1.3,mfranken-denkwerk,MIT,14246,"Nuxt module that generates favicons, touch icons and a web app manifest from an SVG or a Figma node, and adds the head tags"
2026-09-23T12:55:57Z,@iddp/vefk-app-kit,0.8.0,esgoet,UNLICENSED,125327,"Geteiltes Backend & geteilte Logik der VEFK-Tools-Suite: Storage-Adapter, Multi-Tenant-Middleware, Auth (Passwort+2FA / Magic-Code / Passwort ohne Mandant), Mail, Upload, Export."
2026-09-23T12:56:57Z,@readystack/dsfinv-k-export-lint,1.0.1,readystack,SEE LICENSE IN LICENSE.txt,48558,"Prüft eine DSFinV-K-CSV gegen die amtliche Spaltenliste, die Wertelisten und die Formate der DSFinV-K 2.4."
2026-09-23T12:58:43Z,runpad-cli,0.1.2,vtsspace,MIT,19239,Universal Dev Runner & Port Sentinel
2026-09-23T12:59:11Z,@agentfs/cli,0.0.1,hakiizimana,MIT,130561,"Cloud storage for AI agents from the terminal. Upload a file, get a link."
2026-09-23T12:59:37Z,@agentiam-dev/core,0.2.0,lucasnarz,MIT,89313,Capability-based policy enforcement for agent CLI actions
2026-09-23T12:59:58Z,@noctcore/eslint-plugin-llm,0.1.0,shironex,MIT,62099,ESLint rules for code that calls LLM SDKs: model output treated as untrusted input before it reaches a dangerous sink.
2026-09-23T12:59:58Z,@noctcore/eslint-plugin-rsc,0.1.0,shironex,MIT,20461,React Server Components and App Router correctness rules: control-flow errors that must not be swallowed.
2026-09-23T13:00:12Z,tinycell,0.0.1,farskid,MIT,339362,"Host-blind fixed-timestep cell engine. One App owns the rules and the grid; the host only paints, feeds keys, and stores bytes."
2026-09-23T13:00:39Z,mail-opener,0.1.0,ermayankgupta,MIT,134590,"Preview emails in your browser during development. Zero-config Nodemailer transport for Node.js: no SMTP server, Docker, or extra process."
2026-09-23T13:01:01Z,@dobprotocol/sdk,0.1.1,opcastil,MIT,224017,Official SDK for integrating DobProtocol pools into external applications (Stellar blockchain)
2026-09-23T13:01:13Z,find-customer-orchestrator,0.1.0,kappaemme,,114813,Install Francesco's Codex prospect-to-demo workflow on Windows
2026-09-23T13:01:32Z,steam-block,1.0.0,stimulies,MIT,18732,"Dependency free web component for hero and split content and media sections, styled entirely through CSS custom properties."
2026-09-23T13:01:50Z,modelproof,1.0.1,notvann,MIT,47790,"Zero-persistence client-side & CLI forensic scanner to detect LLM model spoofing, masking, and downgrading."
2026-09-23T13:01:56Z,@globus/i18n,0.1.0,jbottigliero,,187877,
2026-09-23T13:01:58Z,dsh-opencode-zen,0.2.0,zzh799,MIT,216973,OpenCode Zen model provider and settings UI for DeepSeek Harness
2026-09-23T13:02:15Z,@phox-js/jevlint,1.1.0,phox-js,MIT,649605,"A linting tool combining static analysis and Jev queries, to improve Jev queries"
2026-09-23T13:02:21Z,@iddp/create-vefk-app,0.8.0,esgoet,MIT,70116,"Scaffolder der VEFK-Tools-Suite — erzeugt ein neues Tool aus vefk-app-template und ersetzt die Platzhalter (Toolname, Marke, Auth-Profil, 2FA/Mail)."
2026-09-23T13:02:55Z,3ui-cli,0.1.2,jacobson1977,MIT,9033,Install ThreeUI Pro component source through threeui-proxy using an API key (no browser OAuth).
2026-09-23T13:03:21Z,@fkui/docs,6.59.0,ext,MIT,1939158,FKUI documentation for including on third-party sites
2026-09-23T13:03:32Z,mxgate,0.0.1,andrewchmr,MIT,28296,"Email for a domain, set up by an agent in one command. Today: `mxgate check <domain>` reads MX, SPF and DMARC. Forwarding, aliases, DNS setup and the MCP server come with the hosted service."
2026-09-23T13:05:11Z,omp-plan-link,0.1.1,bnn1,,8080,Link proposed OMP plans into the current project before review.
2026-09-23T13:05:31Z,cortico-world-humanlike-alont1,0.1.1,alont1,MIT,233113,一些让 AI 更像人的功能：情绪与交情、作息、你们一起过的时间、时间感、学过的东西、它自己惦记的事，以及看得见你的桌面和花销——工具全部只读，不替它生成一个字
2026-09-23T13:05:37Z,@netident/rum,0.1.0,safe224455,Apache-2.0,96108,"NETiDENT browser RUM agent — Core Web Vitals, SPA-aware page views, distributed tracing (traceparent + baggage) and frontend error capture."
2026-09-23T13:05:52Z,cortico-world-qzone-alont1,0.1.1,alont1,MIT,30865,QQ 空间 World：让 bot 自己发说说（可配图）、删掉自己发过的说说，并把发过什么记在部署的数据目录里
2026-09-23T13:05:55Z,astrobaas,0.1.0,operator888,GPL-3.0-or-later,1204891,"A TypeScript-native, self-hostable backend (auth, data, API, storage) for Astro/React/Vue frontends — secure by default, content admin included."
2026-09-23T13:05:58Z,astrobaas-mcp,0.1.0,operator888,GPL-3.0-or-later,63266,"Model Context Protocol server for an AstroBaaS backend — lets an AI agent read and write its content. Zero dependencies, runs under npx."
2026-09-23T13:06:03Z,@appunite/meta-leads-for-twenty,1.0.2,oskar-appunite,MIT,5774697,"Brings leads from Facebook and Instagram instant forms into Twenty as People, in real time, with the full form submission kept alongside."
2026-09-23T13:06:34Z,@futovia/dispatch,0.3.0,joaonm,MIT,346238,"Text your server. A one-command WhatsApp (Twilio) front door to Claude Code on your own box: it works the machine, spins up sessions for subtasks, and texts you back."
2026-09-23T13:06:52Z,telperion,0.1.0,killenbergerdan,MIT,3662245,"A procedural tree generator. Authored silhouette, one builder growing every axis from continuous botanical traits with attractor pull among them, local rules down to leaf-bearing twigs, conserved thi…"
2026-09-23T13:06:53Z,imagemagick-skill,0.7.0,kajisho5,MIT,250542,"Agent Skill that gives coding agents (Claude Code, Cursor, Codex) a local ImageMagick image editor that never overwrites originals: probe, convert, resize, thumbnail, EXIF/GPS strip, trim, check. For…"
2026-09-23T13:07:05Z,@williamarmstrong8/ai-startup,0.1.0,williamarmstrong8,MIT,717926,"Generate a deployable AI-native startup: marketing site, auth, dashboard, and an eve assistant wired to the integrations you pick."
2026-09-23T13:09:15Z,@aman2001/my-awesome-package,1.0.0,aman2001,ISC,362,
2026-09-23T13:09:52Z,@tryjourney/architecture,0.1.0,dharunsivakumar,MIT,8945,"Deterministic, privacy-preserving architecture scanning for Journey"
2026-09-23T13:10:44Z,@hellolisa/sdk-messages,0.1.0,mikkixlisa,ISC,151941,Cross-platform type definitions for the LiSA Player Message API.
2026-09-23T13:11:07Z,@globus/translations,1.0.0,jbottigliero,MIT,21178,Open-source translation catalogs for @globus
2026-09-23T13:11:16Z,opencode-models-extends,0.0.3,ybqx1314,,35775,OpenCode plugin: reuse model config across providers via extends references to template files
2026-09-23T13:12:12Z,cortico-world-qq-better-alont1,0.1.3,alont1,MIT,319298,QQ（OneBot v11 / NapCat）World：群聊与私聊的收发、按号认人、听得见语音、看得见图、发图、人册与群梗册，以及主动开口的节拍——上游 cortico-world-qq-better 的 fork
2026-09-23T13:12:33Z,signalk-tasmota-http,1.0.0,haimana,Apache-2.0,28743,"Control Tasmota smart plugs/relays from Signal K over HTTP (no MQTT, no Node-RED), with optional energy metering"
2026-09-23T13:13:24Z,@gauti-labs/my-auth-sdk,0.6.0,gowthamtbi,MIT,20687,A tiny auth SDK for learning how SDKs work
2026-09-23T13:14:51Z,quotebook,1.0.0,guilospanck,MIT,47067,"Turn a folder of markdown files into a minimal quotes website. One file per book, one blockquote per quote. Deploys to GitHub Pages."
2026-09-23T13:16:00Z,@adminos/cli,0.2.0,zaberhossen,MIT,21219,The adminos CLI: scaffolds apps and syncs the generated app registry.
2026-09-23T13:16:02Z,create-adminos,0.2.0,zaberhossen,MIT,90753,"Scaffold an adminOS project — an OS-style admin panel, on Vite or Next.js"
2026-09-23T13:16:03Z,@fairylights-studio/ngx-m3-adaptive,0.1.0,voyage200,MIT,409247,"Adaptive Material 3 pane scaffolds, navigation and resizing for Angular Material"
2026-09-23T13:16:05Z,@adminos/icons,0.2.0,zaberhossen,MIT,38592,The icon set and app-icon component adminOS ships with.
2026-09-23T13:16:05Z,@adminos/ui,0.2.0,zaberhossen,MIT,135745,"Design system primitives shared by the shell and every app — buttons, dialogs, the design tokens."
2026-09-23T13:16:07Z,@adminos/core,0.2.0,zaberhossen,MIT,725657,"The kernel: window and app registry, resources, policy, and the plugin protocol — no React chrome, no framework."
2026-09-23T13:16:10Z,@adminos/shell,0.2.0,zaberhossen,MIT,744445,"The OS chrome: two shells (desktop and mobile), the window manager, and the data-bound components business screens repeat."
2026-09-23T13:16:11Z,@adminos/handbook,0.2.0,zaberhossen,MIT,229420,"The in-app developer handbook: searchable docs, rendered as just another app."
2026-09-23T13:16:47Z,@vazen-ai/toml,0.0.0-development.0,joshuaae,(Apache-2.0 AND CC-BY-4.0),163062,Vazen TOML planogram tooling. Development package: legacy PSA writing only.
2026-09-23T13:16:50Z,webmaster-mcp,0.1.0,cond,MIT,75871,"Local-first unified webmaster MCP for Google, Bing, and Yandex"
2026-09-23T13:19:01Z,@yee94/opencode-profile,0.2.1,xiaobe,MIT,18574,"Build-first OpenCode V1/V2 plugin: focused specialists, no orchestration runtime"
2026-09-23T13:19:15Z,@oblax/core,1.0.0,metoant,MIT,36321,Oblax SDK — core package
2026-09-23T13:19:29Z,@oblax/auth,1.0.0,metoant,MIT,48247,"Oblax SDK — auth module (session, realms, roles)"
